place_id,place_name,flagged_words,excerpt
5af5ada27cdc26742ba3832d,Circonscription du Service Social Départemental de Noisy-le-Sec/ Romainville. Site de Noisy le Sec.,rendez-vous,"Accueil téléphonique et physiqueAccueil, information et orientation pour tout public ayant notamment..."
5af5b1a87cdc26742ba3833c,Circonscription du Service Social Départemental des Pavillons-sous-Bois / Livry Gargan/ Vaujours. Site des Pavillons sous Bois,rendez-vous,"Accueil téléphonique et physiqueAccueil, information et orientation pour tout public ayant notamment..."
5af5b2837cdc26742ba3833e,Circonscription du Service Social Départemental de Pierreﬁtte-Sur-Seine/Stains. Site de Pierrefitte sur Seine.,rendez-vous,"Accueil téléphonique et physiqueAccueil, information et orientation pour tout public ayant notamment..."
5af5b3ab7cdc26742ba38342,Circonscription du Service Social Départemental de Noisy le Sec /Romainville. Site de Romainville.,rendez-vous,"Accueil téléphonique et physiqueAccueil, information et orientation pour tout public ayant notamment..."
5af5b4ac7cdc26742ba38344,Circonscription du Service Social Départemental de Rosny-sous-Bois/Villemomble-Le Raincy . Site de Rosny sous Bois.,rendez-vous,"Accueil téléphonique et physique  Accueil, information et orientation pour tout public ayant notamme..."
5b041202914ef40b86110aaa,Service social de polyvalence municipal - Saint-Denis,rendez-vous,Le Service Social de Polyvalence Municipal ouvre ses portes aux habitants de de Saint-Denis pour tou...
5b041601914ef40b86110aae,Circonscription du Service Social Départemental de Sevran,rendez-vous,"Accueil téléphonique et physiqueAccueil, information et orientation pour tout public ayant notamment..."
5b041adb914ef40b86110ab1,Circonscription du Service Social Départemental de Tremblay-en-France/Villepinte. Site de Tremblay en France.,rendez-vous,"Accueil téléphonique et physiqueAccueil, information et orientation pour tout public ayant notamment..."
5b0bdba0abcf9e47990fa010,Circonscription du Service Social Départemental deRosny sous Bois/ Villemomble-Le Raincy. Site de Villemomble.,rendez-vous,"Service social départemental, en charge de l’accompagnement des usagers domiciliés sur les communes ..."
5b0bed09abcf9e47990fa01c,Circonscription du Service Social Départemental de Pierrefitte/Stains. Site de Stains.,rendez-vous,"Accueil téléphonique et physiqueAccueil, information et orientation pour tout public ayant notamment..."
5b150d4fbfb66922e1e8fc7c,Secours Catholique de Bobigny - accueil social,rendez-vous,Le Secours Catholique de Bobigny propose un accueil social et un accompagnement scolaire sur rendez-...
5b1a5bdabfb66922e1e8fcbb,PASS - Hôpital Ville-Evrard,rendez-vous,"La PASS (Permanence d'Accès aux Soins de Santé) de l'Hôpital Ville-Evrard, située dans les locaux du..."
5bcdad308769d9061bcd677e,Circonscription de Service Social Départemental de L'Ile Saint Denis/ Saint-Ouen. Site de St Ouen,rendez-vous,"Accueil téléphonique et physiqueAccueil, information et orientation pour tout public ayant notamment..."
5bceff498769d9061bcd6788,Antenne du CeGIDD (Bobigny) départemental à Montfermeil,rendez-vous,"L’antenne du CeGIDD départemental à Montfermeil assure des missions de prévention, de dépistage et d..."
5beed44534e4760845249180,point-justice du Centre Administratif et Social Fernand Lefort de Saint-Ouen,rendez-vous,Le point-justice du centre administratif et social Fernand Lefort de Saint-Ouen est un service jurid...
5c4770143e636d058092464a,CCAS de Sevran,rendez-vous,"Le Centre Communal d’Action Sociale (CCAS) est un lieu d’accueil, d’information, d’accompagnement et..."
5c52d688c3b3484a7ac62991,Salle de Quartier Quatre Chemins,rendez-vous,La salle de quartier Quatre Chemins propose diverses activités et permanences à destination des habi...
5c5ac546c3b3484a7ac629c4,Permanence RESF Aulnay-sous-Bois / Sevran,rendez-vous,La permanence RESF Aulnay-sous-Bois défend et aide les jeunes majeurs et les familles avec enfant sc...
5c5ad924c3b3484a7ac629c5,Permanence RESF Bagnolet,rendez-vous,La permanence RESF Bagnolet défend et aide les jeunes majeurs et les familles avec enfant scolarisé ...
5c5aec16c3b3484a7ac629c6,Maison de Justice et du Droit de Saint-Denis,rendez-vous,La maison de justice et du droit de Saint-Denis est une structure judiciaire de proximité qui dépend...
5c5c528fc3b3484a7ac629e5,Secours Catholique - Carrières Plateforme Emploi,rendez-vous,Le Secours Catholique - Carrières Plateforme Emploi propose un accompagnement global individualisé v...
5c6d596fda2b145af3bac62f,Centre Municipal de Santé (CMS) Salvador Allende,rendez-vous,Le Centre Municipal de Santé Salvador Allende est ouvert à tous. Il propose des consultations de :Mé...
5cae2237194e437daf4dfb90,Epicerie Solidaire Wicasaya,rendez-vous,L’Épicerie Solidaire Wicasaya est une épicerie solidaire et sociale pour les habitants de Bobigny et...
5ce2aa9c194e437daf4dfbfe,point-justice de la Maison du droit de Noisy-le-Grand,rendez-vous,Le point-justice de la Maison du droit de Noisy-le-Grand est un service juridique de proximité qui p...
5d6e4333246d5541ef284382,LAO-POW'HER,rendez-vous,Le Lieu d'Accueil et d'Orientation POW'HER est un lieu ouvert aux jeunes femmes victimes de violence...
5dd42853878c7f1ba9db57e1,Maison du bébé,rendez-vous,"Inaugurée en janvier 2015, la Maison du bébé accueille les bébés et leurs parents de la naissance au..."
5de4f4d2878c7f1ba9db5864,Antenne du CeGIDD départemental à Aulnay-sous-Bois,rendez-vous,"L’antenne du CeGIDD départemental à Aulnay-sous-Bois assure des missions de prévention, de dépistage..."
5e205ad62af6447596314969,Centre Municipal de Santé (CMS) Rue Saint-Denis,rendez-vous,"De nombreux professionnels de santé sont réunis dans le Centre Municipal de Santé Saint-Denis, qui a..."
5e27185621e0fe72dc86fe32,Centre Municipal de Santé (CMS) Savattero,rendez-vous,Le Centre Municipal de Santé Savattero a été créé pour faciliter l’accès aux soins à tous et favoris...
5e85ab857a7a9543f649888f,Centre Municipal de Santé (CMS) La Plaine,rendez-vous,Le Centre Municipal de Santé La Plaine à Saint-Denis propose des consultations en médecine générale ...
5e85aead7a7a9543f6498890,Centre Médical et Dentaire Elise,rendez-vous,Le Centre Médical et Dentaire Elise à Saint-Denis propose des consultations de médecine générale et ...
5e85b8e27a7a9543f6498896,Centre Municipal de Santé (CMS) de Neuilly-Plaisance,rendez-vous,Le Centre Municipal de Santé de Neuilly-Plaisance propose des consultations en médecine générale et ...
5e8600db7a7a9543f64988d8,Centre dentaire Elsa Rustin,rendez-vous,Le Centre dentaire Elsa Rustin propose des consultations de soins dentaires généraux et spécialisés ...
5e861159b447b234f2dd8e9c,Centre municipal de santé pluridisciplinaire (CMSP) Pierre Rouquès,rendez-vous,Le Centre municipal de santé pluridisciplinaire Pierre Rouquès au Blanc Mesnil propose des consultat...
5e86130ab447b234f2dd8ea1,Centre municipal de santé pluridisciplinaire (CMSP) Docteur Kaplan,rendez-vous,Le Centre municipal de santé pluridisciplinaire (CMSP) Docteur Kaplan au Blanc Mesnil propose des co...
5e870794b447b234f2dd8ed6,Centre municipal d’éducation pour la santé Louis Pasteur,rendez-vous,Le Centre Municipal d’éducation pour la santé Louis Pasteur à Aulnay-sous-Bois propose des consultat...
5e870e6db447b234f2dd8edf,Point Accueil Prévention Santé (PAPS),rendez-vous,"Le Point Accueil Prévention Santé (PAPS) de Villetaneuse est un un relais santé qui vous accueille, ..."
5e8b533eb447b234f2dd8ef5,Centre Municipal de Santé (CMS) Corentin Celton,rendez-vous,Le Centre Municipal de Santé (CMS) Corentin Celton à Drancy propose des consultations en médecine gé...
5e8b55c6b447b234f2dd8ef7,Centre Dentaire Municipal Paul Vaillant Couturier,rendez-vous,Le Centre Dentaire Paul Vaillant Couturier propose des consultations de soins dentaires généraux et ...
5e8d8ba2b447b234f2dd8f22,CMP Aubervilliers,rendez-vous,Le Centre médico-psychologique (CMP) d'Aubervilliers propose des consultations médico-psychologiques...
5e8d8dc4b447b234f2dd8f23,CMP Rosny-sous-Bois,rendez-vous,Le Centre médico-psychologique (CMP) de Rosny-sous-Bois propose des consultations médico-psychologiq...
5ea6f7ed458b8b164ce73868,Etap' Ado,rendez-vous,"Etap’ADO est un lieu d’accueil et d’écoute pour les jeunes jusqu'à la veille de leur majorité, sans ..."
5ebe8674e754ab1479780cc4,"Centre d'Accueil, de Soins et d'Orientation (CASO)",rendez-vous,"Accueillir, soigner, orienter les personnes en difficulté d’accès aux soins et témoigner de leur sit..."
5f981b06d9c37e01424d2ed3,Bureau Information Jeunesse - Le Blanc-Mesnil,rendez-vous,"Le Bureau Information Jeunesse (BIJ) du Blanc-Mesnil est un espace d'écoute, d'information et d'orie..."
5f98372bd9c37e01424d2ee2,La Passerelle - Point d'Information Jeunesse et Lieu d'Ecoute Santé,rendez-vous,"La Passerelle est une structure dédiée aux jeunes de Seine-Saint-Denis, âgés de 18 à 25 ans. Elle pr..."
5f993353d9c37e01424d2ee8,Pôle Information Jeunesse Bobigny,rendez-vous,"Le Bureau Information Jeunesse (BIJ) accueille les jeunes de 13 à 25 ans, gratuitement et sans rende..."
5f993a6dd9c37e01424d2eec,Maison de la Jeunesse de Saint-Denis,rendez-vous,La Maison de la Jeunesse est un espace dédié aux jeunes de Saint-Denis qui favorise les rencontres e...
5fb22a71d90fa36f4aa39212,Permanence CIDFF - Préfecture de Bobigny,rendez-vous,Centre d'information sur les droits des femmes et des familles (CIDFF) Permanence départementale d'i...
5fb22ee6d90fa36f4aa39213,Permanence CIDFF - Hôtel de Ville de Bondy,rendez-vous,Centre d'information sur les droits des femmes et des familles (CIDFF)  Permanence d'information jur...
60546c50261391081ed0bad8,Service social du CROUS de Créteil - Antenne de Saint Denis,rendez-vous,"Les assistantes sociales du CROUS de Créteil :Accueillent et écoutent les étudiants, quelle que soit..."
605b608ebacd1e20c2b528f3,Association pour le logement des jeunes (ALJ),rendez-vous,L'association propose des logements d'insertion aux jeunes de 18 à 25 ans habitant le territoire de ...
6093ea7d049aa60ae8b8940b,Emmaüs Alternatives - Service RSA,rendez-vous,"Le service RSA d'Emmaüs Alternatives propose l'instruction des demandes de RSA, ainsi qu'un accompag..."
611391e3f131d25cfb0983ff,Dressing  Solidaire en Ligne,rendez-vous,Cette structure se présente sous la forme d'un site Internet qui met en relation en Île de France de...
62558efe16f4f04fa246ea8a,Alcooliques Anonymes Les Lilas,rendez-vous,"Alcooliques Anonymes est une association bénévole, internationale, d’hommes et de femmes, provenant ..."
62558fc516f4f04fa246ed15,Alcooliques Anonymes Montreuil,rendez-vous,"Alcooliques Anonymes est une association bénévole, internationale, d’hommes et de femmes, provenant ..."
625590d816f4f04fa246ef33,Alcooliques Anonymes Saint-Denis,rendez-vous,"Alcooliques Anonymes est une association bénévole, internationale, d’hommes et de femmes, provenant ..."
628649f564b48827ffafbb18,Bicyclo - La Maison du Vélo de Saint-Denis,rendez-vous,"Apparus en 2007, les ateliers vélo solidaire SoliCycle© sont des chantiers d’insertion portés par l’..."
63062ec6f2162455c958ac6f,Caisse Allocations Familiales (CAF) - Bobigny,rendez-vous,La Caisse d'Allocation Familiale (CAF) de Seine-Saint-Denis rencontre ses allocataires avec ou sans ...
63062fecf2162455c958b546,Caisse Allocations Familiales (CAF) - Aulnay sous Bois,rendez-vous,La Caisse d'Allocation Familiale (CAF) de Seine-Saint-Denis rencontre ses allocataires avec ou sans ...
63063050f2162455c958b72b,Caisse Allocations Familiales (CAF) - Noisy le Grand,rendez-vous,La Caisse d'Allocation Familiale (CAF) de Seine-Saint-Denis rencontre ses allocataires avec ou sans ...
63063099f2162455c958b803,Caisse Allocations Familiales (CAF) - Rosny sous Bois,rendez-vous,La Caisse d'Allocation Familiale (CAF) de Seine-Saint-Denis rencontre ses allocataires avec ou sans ...
630630d5f2162455c958b904,Caisse Allocations Familiales (CAF) - Saint Denis,rendez-vous,La Caisse d'Allocation Familiale (CAF) de Seine-Saint-Denis rencontre ses allocataires avec ou sans ...
63cfee8edadbd36acc942209,Consultation prénatale de prévention pour les pères au Centre Municipal de Santé Savattero,rendez-vous,L'arrivée d'un enfant est aussi l'occasion pour le deuxième parent de faire un bilan de santé ! La c...
63cff10bdadbd36acc9428ec,Consultation prénatale de prévention pour les pères au CeGIDD de l'hôpital André Grégoire,rendez-vous,L'arrivée d'un enfant est l'occasion de faire un bilan de sa santé ! La consultation prénatale des (...
646c73c09cb375ecb30a94c6,La Voix des Rroms,rendez-vous,La Voix des Rroms est une association œuvrant contre le racisme et pour l'égalité de tous. Axant son...
64b664cd12cbab27bd5f880f,Permanence RESF Pantin - Maison de quartier des Quatre Chemins,rendez-vous,La permanence RESF Pantin aide les jeunes majeurs et les familles avec enfant scolarisé sur les ques...
64b95b4712cbab27bd6c3828,EMPP ESTIM’93,rendez-vous,Equipe Mobile Psychiatrie Précarité (EMPP) “ESTIM’93” a pour mission d’améliorer la réponse aux beso...
64be7a16dbc1cfad23b863b4,EMPP Rivages,rendez-vous,L’Equipe Mobile Psychiatrie Précarité (EMPP) Rivages a pour mission d’améliorer la réponse aux besoi...
64be7a1edbc1cfad23b8641d,EMPP La Cordée,rendez-vous,L’Equipe Mobile Psychiatrie Précarité (EMPP) La Cordée est un dispositif de prévention chargé d’amél...
64be7a24dbc1cfad23b86489,EMPP La Boussole,rendez-vous,Equipe Mobile Psychiatrie Précarité (EMPP) La Boussole a pour mission d’améliorer la réponse aux bes...
64d0ed76918cd9889c7b6967,Prévention des Expulsions Locatives des Ménages Assignés  : Diagnostic Social et Financier - UDAF 93,rendez-vous,Ce dispositif piloté par le Conseil Départemental s’appuie sur les textes relatifs à la prévention d...
65a108af6aea0970db141127,Permanence CIDFF - Ghett'Up,rendez-vous,Le Centre d'information sur les droits des femmes et des familles (CIDFF) 93 mène une permanence d'a...
65cf8d6dabe6b1e52847cb03,Service de Santé des Etudiants (SSE) - Université Paris 8,rendez-vous,L'Université Paris 8 propose un accompagnement en santé entièrement gratuit à ses étudiants. Des pro...
667b0326412ce6c660bc33c9,MAISON DEPARTEMENTALE DES SOLIDARITES Dugny Le Bourget Le Blanc Mesnil. Site du Bourget,rendez-vous,"Accueil téléphonique et physiqueAccompagnement social, accès au droits, insertion socio professionne..."
667eb237412ce6c660d36e0f,Circonscription de service social de  Noisy le Grand/Gournay sur Marne,rendez-vous,"Accueil téléphonique et physiqueAccueil, information et orientation pour tout public ayant notamment..."
667eb6c8412ce6c660d3b41b,Circonscription de service sociale de Tremblay Villepinte. Site de Villepinte,rendez-vous,"Accueil téléphonique et physiqueAccueil, information et orientation pour tout public ayant notamment..."
667ebd0e412ce6c660d41dc5,Circonscription de service social d'Aulnay Sous Bois,rendez-vous,"Accueil téléphonique et physiqueAccueil, information et orientation pour tout public ayant notamment..."
67444419bf2c49cd698b2de7,Permanence RESF Pantin - Maison du Projet et de l'Habitat,rendez-vous,La permanence RESF Pantin aide les jeunes majeurs et les familles avec enfant scolarisé sur les ques...
674ec732bf2c49cd69d28be6,Association Médée,rendez-vous,"L'association Médée, basée à Saint-Ouen, agit dans le champ de la lutte contre les violence sexistes..."
6751c8482e0faca2b3f2cdd9,L'Îlot - Programmes,rendez-vous,L'Îlot accompagne les personnes sous main de justice durant 6 à 24 mois pour les aider dans leur rec...
